tweet_id,text,airline_sentiment
568957349534289920,@united How can I verify if wheelchair assistance has been requested for my next flight?,neutral
568957001658724353,I left my dildo on the plane is there any way for me to get it back? @united,neutral
568955124300820480,"@united thank you! Good service, safe flight... 1/2 way home!",positive
568951819969232896,@united I have a question about my interview process I had only one interview but was the last person is that good or bad,neutral
568923233866555392,@united thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!,positive
568919230671794176,@united I just had an interview how long does it take before you hear back,neutral
568910880416464897,@united all good man it isn't your fault that plane is having maintenance issues,positive
568908748732760064,“@united: @BattierCCIpuppy Your puppy is so cute. We look forward to having both of you on board. Thanks for the high five. ^EY” 👏👏,positive
568899516872568832,@united : thanks! i will catch my conection! :),positive
568895856750899202,@united how long does it take for customer feedback to respond to a complaint?,neutral
568894996683870208,@united or frontier ... http://t.co/n8WiNFu6C5,neutral
568893072001646592,@united or us air: http://t.co/Eis9hcNPrO,neutral
568890017365561344,"@united uhuh.Group trying to get out of Nashville and into IAD today instead of tomorrow,why be preemptive though... https://t.co/yBv0xaowKv",neutral
568885581297651713,"@united Not waiving change fees with the snow storm coming tomorrow? IAD is under Winter Storm warning tomorrow already, what's up?",neutral
568883108377808896,"@united if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond",neutral
568871340498821120,"@united Hi, we are flying into IAD tomorrow evening. Do you expect delays or Cancelled Flightlations with the snow storm?",neutral
568868305697525761,@united perfect! That works! Thank you!,positive
568860389640962048,@united mechanical issue. Looks like they got it fixed! Thanks for your concern.,positive
568855465842466817,@united UA6357 needs de-icing! Stat! We've waited our turn...,neutral
568848928466198530,@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,positive
568847735530643457,@united Are the current on board food menus available anywhere online?,neutral
568834824410148864,@united Thank you for your offer! All sorted out :-),positive
568832749093687296,@united I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!,positive
568832394196684800,@united The pilot of UA475 just landed this plane like he was gently placing us into a pile of whipped cream. Smoothest landing ever.,positive
568831798857195520,@united I'm in another country - please Cancelled Flight my reservation. I've booked through Swiss air,neutral
568830996365193216,@united found the flight on @airfarewatchdog,neutral
568830614289252352,@united DM sent.,neutral
568825730718666754,"@united so going forward, I shouldn't be Flight Booking Problems Star Alliance flights through the United App?",neutral
568818346042339328,@united 129 thousand fans of @JedediahBila are asking you to give her your utmost effort to get her a safe flight with her baggage soon!,neutral
568818335200223232,@united can't wait!!! 787!!! @tpallini http://t.co/oDlall5eDH,positive
568815686446788608,"“@united: @LRuns4Cupcakes Please DM details, we'd like to help if you need assistance. ^KP” @ClarkHoward #Another #Airlines #Issues",neutral
568815514702770176,@united please arrange someone at the arriving gate of flight 5957 to Chicago for either a refund or first class upgrade,neutral
568810539939459072,"@united Aw, thanks for the kind words. Totally makes these extra 6 hours sitting in an airport SOOOO much better.",positive
568803231335387137,@united Thanks! Just DMed HN.,positive
568803013487276033,@united Will you be issuing an exception policy for Denver for this weekend?,neutral
568801535662166016,@united Based on suggestions from other passengers I have a rental car on standby for 11:30.  One way or another will be leaving then.,neutral
568797800743313408,"@united @Adam_Karren @zj76 how did you save the $200 on checked snowboard? Trying to check in this morning, website wants $200! (prem.gold)",neutral
568786745715757056,@united Please send me the link/email to formally compliment Irene in SLC on some of the best customer service ever. #PaxEx,positive
568786035053760512,"@united yes. Houston Int'l, Bush.",neutral
568773648724525056,@united in spite of flight delay great customer service provided by Janet and baggage employee Karen. You have 2 wonderful employees United.,positive
568731155303956480,"@united flt 912. Capt Herman is amazing! Came out before flight to play ""ask the captain anything."" Wonderful ambassador to the airline!!",positive
568702964623216643,"Thank you United! “@united: @dan_roam That's a beautiful place to stay a day longer. Have you been re-booked? If not, let me know. ^MN”",positive
568694278890901504,@united hi I left my asus tablet on flight to Heathrow from Newark on 16th feb and wondered how long it takes for someone to check if found?,neutral
568675083314552832,@united alright thank you. Much appreciated.,positive
568669880922165248,"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous.",positive
568654556634021890,@united round trip*,neutral
568654300802473985,@united thanks.  Not tonight it would seem. http://t.co/WNdcEO5QlK,neutral
568650439639437313,@united you guys are awesome! Thanks!,positive
568649643187310593,@united Anna Palm Springs gate 19  deserves a medal! Handled 30 ppl missing flights like a pro!,positive
568647206695120896,@united  Great customer service again. Thanks!,positive
568629979719675904,“@united: @BattierCCIpuppy We hope to see you on board soon and thanks for the tweet. ^EY” 👏👏,positive
568627619991650305,"@united Surprised to go from 1K last year to nothing this year. What happened to the ""soft landing"" policy of no more than 1 level?",neutral
568621100914991104,"@united thanks, keep up the good work",positive
568613354245210112,@united I understand why the pilot would get on the plane but why 1st class?  There were 5 empty coach seats near me?  I'm a Premier 1K?,neutral
568611364803096577,@united sent you my confirmation via DM. Thank you very much,positive
568601750074236930,@united is z and d code airfare refundable?,neutral
568600380977893376,"@united no, didn't notice I was 38A until start of boarding. Assumed I was 8E. By time boarding started, GAs had cleared standbys, full flt",neutral
568598412544704512,@united Want to book a multi-city fare. Have miles for 1of 2 flights. An option to pay for 1st flight with miles +2nd with UMP Visa? Thanks!,neutral
568593365601820672,@united your flights are really cheap what's the catch,neutral
568592520659267584,@united LGJW7B. I voluntarily rerouted; 1st leg of journey was in economy and was supposed to be 8B. Res agent said she'd reserve it for me,neutral
568583360811016192,@united sent DM's,neutral
568575520406765568,@United line up @iah #IAH @AirlineGeeks #avgeek http://t.co/dJHXvJT201,neutral
568574762433138690,@united Bought a round trip to Chicago two days ago...today the same flight is half that! Is there any way for me to get that discount??,neutral
568574174677114880,@United Stars and Bars @iah #A320 @airlineguys @AirlineGeeks #avgeek http://t.co/mWSoGUC33p,neutral
568573889359556608,"@united Had wonderful, on time flights from OGG to MSN Lost RX eyeglasses (thick) in the Admiral Club in Chicago this morning. Found?",positive
568567048801906688,@united thanks for the reply. I have been in contact with Customer Care to get clarification on this issue.,positive
568552711840358401,@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!,positive
568544738032242688,@united ok thanks. I sent you a DM too. You can disregard that.,positive
568534166742003712,@united Just got interrogated at the United Club Chicago. #UnitedAirlines #rude #PoorForm,neutral
568532825281937408,@united has the best pilots ever Thank you guys for the great trip #thatisall,positive
568527393754738688,@united @NTrustOpen can i go  #GolfUnited,neutral
568527304348942336,@united I got an email from cust. care for an issue I had offering me a voucher. How do I claim that? I emailed back but got no reply. DM me,neutral
568522747501895680,@united What delivery service do you use? I'd like to call them myself.,neutral
568516490405679104,"@united @perfectomobile I have to admit that not only the app is good but have lots of useful func (such the ""live"" seat map). Congrats",positive
568486216464785408,@united Hi if a premium ec upgrade was paid for &amp; then a mileage BF upgrade done is the prem Eco upgrade fare refunded?,neutral
568482353254928384,@united DM the conf # to you - did you receive it?,neutral
568481405681999872,@united still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.,neutral
568468732441276416,"@united I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",neutral
568468409471492096,@united Thank you for responding so promptly! I look forward to the 240 kms drive to the office to file a claim.,positive
568465710629826560,@united You're welcome.,positive
568462402875863041,@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.,positive
568462177415372801,@united Yes ! :D (Y) From @therealaviation on Instagram :),positive
568454694756069376,@united @perfectomobile Definately not an award for employer of the year #united13,neutral
568441679503495169,@united flight attendant regains karma by giving big sweaty dad cold water. Guy was running &amp; carrying his daughter.  Last one onboard.,positive
568417968230694912,@united - who can eat at an airport for $7? #areyounew? #incompetent #no800number #feeltheheat,neutral
568412546673352705,@united followed and messaged. Thanks so much for the help.,positive
568372335012679680,"@united I don't have a milage number. I can't sent my mail to you via DM, you're not following me. I follow you now, so you can sent me a DM",neutral
568358096290111489,@united thanks for the quick reply! I just fill in the form #idnumber8569822 #hopetogetanswersoon,positive
568309328127655936,@united @UnitedFlyerHD @United_Airline N26902 Dreamliner leaves London Heathrow. @B787fans http://t.co/aI0Yzwt8Za,neutral
568272715519561728,@united - ok noted. All details will be DM'ed to you shortly.,neutral
568264441906618368,@united thanks,neutral
568264293478744064,"@united yes, Thx! At 10:35 (landed at 9:20).",positive
568231586585550848,"@united @staralliance was there few weeks ago AWESOME,bright vibrant, and NO habitrails",positive
568228749696577536,"@united Very good flight, thank you!",positive
568225650760413184,@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks,neutral
568225310753353728,"@united @staralliance Very nice at LHR, congrats, but I'm sticking with AA/#BA. @AmericanAir @British_Airways",neutral
568215000306724864,"@united yes, you can. I will DM.",neutral
568212521657737216,@united hi! I just bought a flight with united through ebokeers from Paris to Miami. Do I have any chance to check that everything is ok?,neutral
568206538147364864,@united Hi guys. I submitted a request for ticket/hotel reimbursement for a delayed/over night stay coming back from the Dominican. Help?,neutral
568190276990140417,@united PTY to PIT via IAH,neutral
568186071114252288,@united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!,positive
568174139531513856,@united Will have to try standby in Denver tonight or will have to Cancelled Flight father son trip till next year. Thx for trying.,positive
568161023091478530,@united Fantastic job by your people today on ua22 from Dublin. A jam packed plane but the crew was wonderful!!,positive
568141442951942146,@united when southwest did this to us -- a mechanical problem at least they gave us round trip vouchers. Will you step up to the pLate Flight too?,neutral
568138258108051457,@united my reservation were changed so that I can longer make my connecting flight. How can I change this without incurring a fee?,neutral
568121964444950529,@united Boeing 777 Star Alliance short finals @Heathrowairport 27L on an amazing winters morning #777 #Avgeek http://t.co/owMaXOyEhZ,positive
568115946738597888,@united you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone.,positive
568114394397147137,@united trade show! Come by both 130 for awesome deals on #sunkist and @webbernaturals! $$ http://t.co/1L9sCWPhph,neutral
568095662262358016,@united this is me and my partners first trip to #NYC I bought the tickets at the same time Please seat us next to each other ConF# ILC0HP,neutral
568092044964421632,@united one last thing....United club crackers...nabisco?? Where are the Pepperidge Farms?,neutral
568077199162658816,@united can you send a personal plane to get us out of school? It's icing and we don't want to get stuck here @ansleyhutson @emily_donneIIy,neutral
568067622698291200,"@united 6344,6373, Sfo-Dfw also 1576 SFO-ORD",neutral
568064545568092160,@united -today the staff @ MSP took customer service to a new level. My father passed away last night &amp; you helped me get home today! Thanks,positive
568058934428372992,"@united Great, thank you!",positive
568056439291256832,@united did not get names...Dallas flight and Chicago,neutral
568035703768154112,"@united is pri boarding for ""Active Military"" or only ""In Uniform?"" 90% can't travel in uniform for OPSEC reason, even on official travel",neutral
567999609248858112,"@united Hi, I am flying domestic first from SEA to HNL. Can I pay to use the lounge before I fly or this is just for international? Thanks",neutral
567997819560333313,"@united Do you mean ""fortunately""? I don't want my flight to be affected! 😉",neutral
567982195471736833,@united it sucks not having the money to book a flight to see the love of my life. 2600 miles away.,neutral
567962289460137984,"@united Hi, I read there are weather warnings on the East Coast of the US. Would a flight from LHR to SFO be affected?",neutral
567960564023967745,@united You delayed a connection for customer service today now I'll be able to pay my final respects to a dear family member. Thank you :),positive
567925054853496832,"@united I am flying from msp to dxb, my child will turn 2 during the trip do I have to buy a return ticket for my child?",neutral
567924107183915009,@united you guys have such big hearts.. keep up the good work,positive
567895211575111680,@united The only thing you fella have done right today is get me to the pacific time zone.,positive
567884863031762945,@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!,positive
567880317345771520,@united This link in your tweet goes to someone's internal email -&gt; http://t.co/ZksX79itdN...... Probably one of your 3rd party IT contracts,neutral
567876794788872192,@united 618 was flight out of Houston,neutral
567873519356284928,"@united 374 ORD to ROC. Fam came to see me at SNA. I'm a member, so is my dad. He used his miles for them.",neutral
567869009661665280,"@united be  ""Chicago's hometown airline"" care about your neighbors #SaveTheDiagonals #FlyQuiet #ORDNoise",positive
567867311744380928,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.,positive
567864939349557248,@united #UnitedAirlines wont wait 10min for fam w 2yr old connecting. flight leaves early instead for airport that is planes last stop today,neutral
567863121479536641,@united instead of Bourbon street how about #quiet #planes #SaveTheDiagonals,neutral
567861975419457537,@united and they were traveling as guests of a mileage plus member using that members miles. Great customer service.,positive
567845953245413376,"@united amazing flying over 25,000 miles on #UnitedAirlines &amp; alliance last year; still got jilted out of status! #moneyelsewhere",positive
567815174045868032,@united no thanks,neutral
567814001212809216,@united do you have an e-mail address I can write my account to? Might be less likely to disappear,neutral
567811360404336641,@united but the gate agent and club staff got me priority standby for next so might only be minor disaster...#travelingwithsmallkids,neutral
567810274083782657,@united @gg8929 Ladies and gents - United Airlines...,neutral
567808255566602240,"@united Well, It's LA and then a 2hr+ car ride to a dark Palm Springs technically. Maybe I'll get bumped to 1st class Den to PHL on Friday:)",neutral
567802662026014720,@united thank you! I wish the lady in Little Rock had told me that in the morning when I asked her,positive
567801519207374849,"@united Thank you for the speedy response! I figured it may be something of that nature. You guys and your ""fine print,"" haha",positive
567797955202416641,@united  @MrAndyEp like 2 weeks after my flight!?!? Creative!,neutral
567796570197086208,"@united done just now, thanks.",positive
567796247672721409,@united Currently on standby to Lax then it is a 2 hour ride to Palm Springs. Long day starting at a snowy 3:30 am in philly.,neutral
567781813326589952,@united took this picture on Thursday. #awesome http://t.co/IVGpZSjtkW,positive
567775418612195328,@united looks like I'm settled in to where I'm going.  Thx.,positive
567766554600038402,"@united No, not received any e-mails in either Inbox or junk/spam",neutral
567761865779195904,@united What is the policy behind changing passengers' seating assignments at the gate?,neutral
567756837320392705,@united Q: Just purchased ticket to #Hawaii for trip in Late Flight-March. Does this mean we will acquire miles based on price or distance flown?,neutral
567750428595871745,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",neutral
567746527704018944,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,positive
567744571124482048,"@united Is there a way to get  a copy of Feb's edition of Hemisphere
magazine with out flying?",neutral
567734731694157824,@united i need my confirmation number! Can you give it to me?,neutral
567730143536226304,@united all day travel. #swag #ijustwanttosleep,neutral
567729246198837248,@united Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15,neutral
570306086475075585,"@SouthwestAir I'm teaching new #travelers how to research, #budget &amp; #save for a trip today! http://t.co/Qll48r57ep",neutral
570303399276761088,@SouthwestAir thank you so much completely made things right!,positive
570302030742470658,@SouthwestAir once again on Glassdoor's Best Places To Work snagging # 15 overall #notsurprising #LUVthem,neutral
570299331707854848,@SouthwestAir can you update me on the emergency landing in Jacksonville right now? #parentsonboard,neutral
570293100326862849,@SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!,positive
570289080090689536,@SouthwestAir weather bc of system outage. Hopefully everything goes smoothly now. Thank you for follow up,positive
570288841447366658,"@SouthwestAir oh, is it only in Atlanta?",neutral
570288380384292864,@SouthwestAir  I USED to always fly Southwest.,positive
570282333892251648,@SouthwestAir tv stream means I get to spend my flight watching 1999 and 2011 Women's World Cup Finals. #throwback #bestflightever,positive
570281275216367616,@SouthwestAir @heavenlychc9 I'd at least enjoy a free cocktail...or two.,positive
570280800244994048,@SouthwestAir I agree! RT @9NEWS: One airline is the fly-away favorite at DIA  #9NEWSBusiness http://t.co/o3WlaInImY,positive
570272015598411776,You have to follow me back so that I can DM @SouthwestAir,neutral
570271704972464129,@SouthwestAir 3rd time flying southwest in two years. Have another trip back to mx on October.,neutral
570264292169162752,@SouthwestAir Barzegar charges tourists 700 euros [!] a night for their stay in the tent village he runs. http://t.co/igSVzvrbbN,neutral
570263130141564929,@SouthwestAir can you please make sense of the companion promo? How to we set it up?,neutral
570257719334187008,@SouthwestAir and Carol Thrower are passengers. Fort Lauderdale airport.,neutral
570255256589766656,"@SouthwestAir strives to be 'Customer Centric' in everything they do - communications, advertising, customer journey, etc. #ANAmarketers",positive
570252802611679232,@SouthwestAir Airline trouble &amp; not getting satisfactory customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,neutral
570250554670125056,@SouthwestAir Thank you!,neutral
570250252382416896,@SouthwestAir traditionally used sledge hammer - low $ taking share from driving | now scalpel approach through data science  #ANAmarketers,neutral
570248044341374976,@SouthwestAir is America's largest airline by passengers carried! Wonder if this is b/c they have a 'Customer Service Bible' #ANAmarketers,neutral
570245840612265985,"@SouthwestAir @intuit @jhamilton2007 4 moms, 4 careers, 1 day trip to LA. #intuitlife #leanin http://t.co/2qJbCv5jzq"" #southwestairlines",positive
570237762063831040,@SouthwestAir thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!,positive
570228904469725184,@SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI,positive
570210411926016001,@SouthwestAir the flight isn't that empty.... Is this rude or not? http://t.co/4RL0p5JChB,neutral
570195784358100993,@SouthwestAir it's a new day and a new chance for you to do the right thing it's never too Late Flight to be honest.,neutral
570190092213465089,"@SouthwestAir quick question - i bought wifi for my phone, do I have to buy it again on my tablet? I have 9 hours left on my trip",neutral
570183297759752192,"@SouthwestAir Hello SWA, Who is your POC for partnerships with nonprofit organizations in BWI area?",neutral
570100409009770497,@SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS,positive
570098324172206080,@SouthwestAir I love this airline so much! Thanks so much! The service is great! The snacks are amazing! Everything is outstanding thanks!!,positive
570089091276128258,"@SouthwestAir you should have assigned seating, because now my cousin &amp; I probably can't sit together on our flight tomorrow.. Thanks.",neutral
570073365265944576,@SouthwestAir had a great flight to and from Cabo last week with my family #smoothflight #frequentflyer,positive
570068976778153984,@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!,positive
570066487056027650,@SouthwestAir should offer cdn border towns incentive to fly since exchange rates are #hurt. #customerappreciation #gaincustomers #keepem2,neutral
570066283233972224,@SouthwestAir What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks! 👍😊,positive
570064381410734080,@SouthwestAir reference #: 261093929756,neutral
570053254836416512,"@SouthwestAir Thanks for two smooth, safe and fast flights! #Boston #Houston #LUVSWA http://t.co/elhxUV0Uj1",positive
570046710870728704,"@SouthwestAir Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!",positive
570042186399657984,@SouthwestAir crew on flight 206 is awesome! Tell them I sent this tweet and maybe they will give me free wifi... #canthurtasking,positive
570041591714455552,@SouthwestAir thankyou :))❤️,positive
570040162840907776,@SouthwestAir how much is ur wifi fam,neutral
570034397153398784,@SouthwestAir is the vinyl part of the prize too?,neutral
570034301774884865,@SouthwestAir beyond ready,positive
570032108447494144,@SouthwestAir No monkey business we luv SWA!! #mdw2mci #homeandreadyfornexttrip http://t.co/2xJvUn66ZZ,neutral
570024300905783296,@SouthwestAir your flight attendants are really funny!! The sass is giving me life!!! 😂,positive
570008612426289153,@SouthwestAir  Just left there  Friday!,neutral
570005561338503170,@SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :),positive
570003111772692480,@SouthwestAir Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!,positive
569998842579566592,@SouthwestAir Could you maybe hook (@FuyukaiDesuYo ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go,neutral
569996423074160640,"@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome",positive
569995536545091584,@SouthwestAir I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can,neutral
569995235608137728,@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH,neutral
569994437390020608,@SouthwestAir honesty should always be the policy,neutral
569992825997279232,@SouthwestAir any deals to orlando in April/may??,neutral
569983511609757696,@SouthwestAir no fare giving out clues.  In route now.,neutral
569983469930967040,@SouthwestAir telling my Fam in Vegas now. :),positive
569981679806365697,@SouthwestAir thank you!,positive
569975155964772352,"@SouthwestAir that was supposed to say ""boo"" not book. booo.",neutral
569974710915571712,@SouthwestAir really easy for locals to get down to the strip. book.,positive
569974656653877248,@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month...,neutral
569971949440524288,@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove,positive
569971526876962819,@SouthwestAir  I sent a email to customer relations and I will be calling tomorrow.,neutral
569970324810240000,@SouthwestAir best airline 👌,positive
569968411561701378,@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb,neutral
569967938607972352,"@SouthwestAir hi guys, do you have a general enquires email address please? Thanks David.",neutral
569958189862486016,@SouthwestAir thanks!!,neutral
569956564993310720,@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!,positive
569950112631296002,@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.,positive
569935609940316160,@SouthwestAir Got help from a nice lady on the phone in Georgia.  Thank you!,positive
569925645204987904,"@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better"".",neutral
569900147343265792,"@SouthwestAir open seating is like an open marriage, there's so much love for strangers!",positive
569898033128693760,@SouthwestAir : thanks.are flights operating now or Cancelled Flightled?,neutral
569897334760448000,@SouthwestAir we checked in right at 24hr mark. Boarding C group with kids ages 6&amp;8 dnt want to be split. What sld we do?,neutral
569893988846546945,@SouthwestAir : Hello..are flights taking off from @DallasLoveField airport this noon. Am supposed to travel on flight 376 to San antonio,neutral
569893924942299136,@SouthwestAir We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3),neutral
569888280793063424,"@SouthwestAir @ClinicPolly 
Thank you-- I may have already responded but was 8UXZJ2",neutral
569877658286186496,@SouthwestAir didn't realize no clothes until at hotel - suggestions?,neutral
569869220680470529,@SouthwestAir Are there discounts every tuesday cause Im leaving fron Birmingham Airport to San fran Next week in march sometime,neutral
569865352986951680,"@SouthwestAir 
How do I get a companion pass??? Thanks,  Lin S",neutral
569840840861839360,@SouthwestAir   Thanks,positive
569832563403051008,@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia.,positive
569791667827388416,@SouthwestAir   Are flights going into Dallas this morning?   Thanks,neutral
569769288174870528,@SouthwestAir had to be stuck in the middle seat :( http://t.co/dzeGAPfqw1,neutral
569757790626906112,@SouthwestAir yes I was everything worked out great,positive
569735142564102145,@SouthwestAir loved it!,positive
569733311595020288,"@SouthwestAir I am in, let's do this!",neutral
569728621344104448,"@southwestair,  kudos to your rep ""Patricia"" at gate B11 this Sunday morning at #Chicago #Midway #MDW,… http://t.co/MmCWkqp2gy",neutral
569727036627034112,"@SouthwestAir Just reading your boarding policy, we're a group of 8 travellers with kids ranging from 3-10, is it possible to sit together?",neutral
569704587315138560,"@SouthwestAir crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight",positive
569698840149950464,@SouthwestAir I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?,neutral
569698589653344256,@SouthwestAir may I have my Companion pass please.,neutral
569698044175757312,"@SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, and her Momma. Well done",positive
569697236982104065,"@SouthwestAir yes, please #companionpass",neutral
569690786180132865,@SouthwestAir Free TV watching Daytona 500! #Boss http://t.co/SbGBN7oUXy,neutral
569687540644642817,@SouthwestAir especially if it's your mom! #IChangedYourDiaper,neutral
569686814136467456,@SouthwestAir @MegElizabeth631 how you like the #redcarpet treatment,neutral
569685746723848193,@SouthwestAir I'm flying out of CUN tomorrow To DEN - can I change my flight due to the travel advisory??,neutral
569684137755459584,@SouthwestAir how long does it take for my Rapid Rewards points to be credited to my account?,neutral
569683748901367808,@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.,positive
569682422981218304,@SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!,positive
569678813602418688,@SouthwestAir  how do you get one?,neutral
569678562136956928,@SouthwestAir retiring with my hubby and it's our 25th wedding anniversary this year! Companion pass please!!,neutral
569676204728389632,@SouthwestAir Thank you SWA and Shannon G. @LASairport (C22) for being a miracle worker! #awesome,positive
569674873787658240,@SouthwestAir flying by myself is getting old,neutral
569672055471210496,@SouthwestAir yes please.my son lives in NJ.,neutral
569671908251213824,@SouthwestAir companion pass please!,neutral
569670904852172800,@SouthwestAir.   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love.,positive
569670402223562752,@SouthwestAir YES please....How do we get that companion pass?,positive
569667805643034624,“@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”,positive
569667787829809152,@SouthwestAir sign me up!,positive
569667638651170816,@SouthwestAir I would love a +1 #RedCarpet  treatment,neutral
569667075280498688,@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!,positive
569666606424420352,@SouthwestAir sign me up!,positive
569658322732756992,"@SouthwestAir -U dont have Atlanta to San fransisco in 99$ in the present sale, like u had in the last sale?Im looking for 2 return tickets",neutral
569649277888106496,@SouthwestAir got it.  Next time I will know about paying extra to make the A Line.,neutral
569644456376340480,@SouthwestAir Thanks.,positive
569635513138860032,"@SouthwestAir Traveling with a 13 year old Thursday. He does not need an ID, correct?",neutral
569627946459275264,@SouthwestAir thank you!,positive
569626122578726913,"@SouthwestAir I tweeted several times last week about flight info during storm, always a timely tweet back.  Thx! 😄",positive
569617202984255490,@SouthwestAir props to your LAS employees working C11 gate. Because of them I am not opposed to flying through or to LAS in the future! 👏👏👏,positive
569612143873490944,@SouthwestAir when are the two free flights promo coming back?! Looking into the premiere card but might hold off or go with another option!,neutral
569610806196768768,@SouthwestAir done,neutral
569607114462793730,@SouthwestAir check out our 1st grader's school science fair project. She loves flying on Southwest Airlines. http://t.co/BaYePZkMiz,neutral
569604066239762432,@SouthwestAir  Mad love http://t.co/4ojrSDWPkK NYC-,positive
569601658491002880,@SouthwestAir My Fav!!!!,positive
569586235259404288,@SouthwestAir good to be back. See you all again in several weeks.,positive
569576038289711104,@SouthwestAir think you have great people working for you.,positive
569557305961750528,"@SouthwestAir BTW, not a weather delay. We've had beautiful weather in Sunny California. #nolove #noexcuses #cali http://t.co/kumtbgER03",neutral
569548841361412096,@SouthwestAir Arkansas Gov. plans to sign Governor SB-202 that legalizes discrimination of LGBT.Can you lend your voice to a state boycott?,neutral
569545575688830978,"@SouthwestAir was in a line a mile long at sky harbor this morning. Your staff was courteous and expeditious.  Thank you. 
#onechildfourbags",positive
569538524321419265,@SouthwestAir last week I flew from DAL to LAX. You got us in almost an hour early. Thank You.,positive
569534939642925058,@SouthwestAir will the Daytona 500 be available on free TV?,neutral
569524284873424896,@SouthwestAir I will say that your customer service has consistently been the very best!!!,positive
569520929128251392,"@SouthwestAir Although the wait was long due to weather r/scheduling, a phone call and super rep solved the issue! Thank you!!",positive
569518412550033408,@SouthwestAir when are you starting routes to #Hawaii and #Canada?,neutral
569514047554453504,@SouthwestAir @AmericanAir y'all are better then @united,positive
569508707178057728,@SouthwestAir Make the world a better place: Visit an elderly relative.,positive
569495331399995392,@SouthwestAir i forgot to put my tsa pre number in before I checked in. It is now in my profile but will it be on my boarding pass in the am,neutral
